0.213,1.355,2279.1
0.463,1.355,2275.1
0.213,1.355,2279.1
0.463,1.355,2275.1
0.963,1.355,2270.4
1.963,1.355,2264.8
3.963,1.355,2258.2
7.963,1.355,2250.2
15.963,1.355,2240.7
31.963,1.355,2229.3
