0.7,8.884e-05
1,0.00053006
0.75,8.7833e-05
1,0.00053006
0.5,9.4708e-05
0.875,0.00049713
0.625,9.276e-05
0.8125,0.00013047
0.6875,8.8898e-05
0.78125,9.2924e-05
0.71875,9.0033e-05
0.76562,8.9553e-05
0.73438,8.9064e-05
0.75781,8.7468e-05
0.77344,8.967e-05
0.74219,8.8067e-05
0.76562,8.9553e-05
0.75,8.7833e-05
0.76172,8.9561e-05
0.75391,8.7583e-05
0.75977,8.9561e-05
0.75586,8.7583e-05
0.75879,8.9561e-05
0.75684,8.7583e-05
0.7583,9.0248e-05
0.75732,8.7468e-05
0.75806,8.7468e-05
0.75757,8.7468e-05
0.75793,8.7468e-05
0.75769,8.7468e-05
0.75787,8.7468e-05
0.75775,8.7468e-05
0.75784,8.7468e-05
0.75778,8.7468e-05
0.75783,8.7468e-05
0.7578,8.7468e-05
0.75782,8.7468e-05
0.7578,8.7468e-05
0.75782,8.7468e-05
0.75781,8.7468e-05
0.75781,8.7468e-05
0.75781,8.7468e-05
0.75781,8.7468e-05
0.75781,8.7468e-05
0.75,0.0008303
1,0.0018105
0.5,0.00077448
1,0.0018105
0.75,0.0008303
0.625,0.00079235
0.375,0.0008384
0.5625,0.00077287
0.6875,0.00080894
0.4375,0.00083973
0.625,0.00079235
0.5,0.00077448
0.59375,0.00078149
0.53125,0.00077183
0.59375,0.00078149
0.46875,0.00077762
0.5625,0.00077287
0.5,0.00077448
0.54688,0.00077097
0.57812,0.00077297
0.51562,0.00077306
0.5625,0.00077287
0.53125,0.00077183
0.55469,0.00077296
0.53906,0.00077165
0.55078,0.000773
0.54297,0.00077117
0.54883,0.00077322
0.54492,0.00077097
0.54785,0.0007733
0.5459,0.00077097
0.54736,0.00077097
0.54639,0.00077097
0.54712,0.00077097
0.54663,0.00077097
0.547,0.00077097
0.54675,0.00077097
0.54694,0.00077097
0.54681,0.00077097
0.54691,0.00077097
0.54684,0.00077097
0.54,0.00077153
0.83,0.00040451
